Breakdown,Value,ticker
zip,6000,VUL.AX
sector,Basic Materials,VUL.AX
longBusinessSummary,"Vulcan Energy Resources Limited engages in the geothermal energy and exploration activities in Europe. The company explores for lithium, copper, and zinc deposits. It holds interests in the Zero Carbon Lithium project; and the Vulcan Lithium project situated in the Upper Rhine Valley of Germany. The company was formerly known as Koppar Resources Limited and changed its name to Vulcan Energy Resources Limited in September 2019. Vulcan Energy Resources Limited was incorporated in 2018 and is headquartered in Perth, Australia.",VUL.AX
city,Perth,VUL.AX
phone,61 8 6189 8767,VUL.AX
state,WA,VUL.AX
compensationAsOfEpochDate,1640908800,VUL.AX
country,Australia,VUL.AX
website,https://www.v-er.com,VUL.AX
maxAge,86400,VUL.AX
address1,Brookfield Place,VUL.AX
industry,Other Industrial Metals & Mining,VUL.AX
address2,Level 11 125 St Georges Terrace,VUL.AX
