Breakdown,2021-03-31 00:00:00,2020-03-31 00:00:00,2019-03-31 00:00:00,ticker
changeToLiabilities,0.0,0.0,0.0,IMI.AX
totalCashflowsFromInvestingActivities,-11604.0,397928.0,-263626.0,IMI.AX
netBorrowings,72180.0,-383630.0,379173.0,IMI.AX
totalCashFromFinancingActivities,72180.0,-383630.0,379173.0,IMI.AX
netIncome,-102956.0,-31164.0,-112791.0,IMI.AX
changeInCash,346.0,-1469.0,-1692.0,IMI.AX
totalCashFromOperatingActivities,-60230.0,-15767.0,-117239.0,IMI.AX
depreciation,420.0,453.0,604.0,IMI.AX
changeToNetincome,42306.0,14944.0,-5052.0,IMI.AX
capitalExpenditures,-11604.0,-11604.0,-263626.0,IMI.AX
otherCashflowsFromInvestingActivities,,397928.0,397928.0,IMI.AX
