Breakdown,2020-12-31 00:00:00,2019-12-31 00:00:00,ticker
changeToLiabilities,-479013.0,1503873.0,EBR.AX
totalCashflowsFromInvestingActivities,-265300.0,-242129.0,EBR.AX
netBorrowings,16501415.0,11401639.0,EBR.AX
totalCashFromFinancingActivities,16405146.0,11277062.0,EBR.AX
changeToOperatingActivities,1528565.0,258061.0,EBR.AX
issuanceOfStock,11253.0,26942.0,EBR.AX
netIncome,-25718326.0,-24812762.0,EBR.AX
changeInCash,-1407218.0,-10022555.0,EBR.AX
totalCashFromOperatingActivities,-17547064.0,-21057488.0,EBR.AX
depreciation,246403.0,210954.0,EBR.AX
changeToInventory,2840195.0,1461032.0,EBR.AX
otherCashflowsFromFinancingActivities,-107522.0,-151519.0,EBR.AX
changeToNetincome,-982684.0,-185983.0,EBR.AX
capitalExpenditures,-265300.0,-242129.0,EBR.AX
changeToAccountReceivables,,507337.0,EBR.AX
