Breakdown,2020-12-31 00:00:00,2019-12-31 00:00:00,ticker
researchDevelopment,13446721,11053085,EBR.AX
effectOfAccountingCharges,,,EBR.AX
incomeBeforeTax,-26416078,-24812762,EBR.AX
minorityInterest,,,EBR.AX
netIncome,-25718326,-24812762,EBR.AX
sellingGeneralAdministrative,7134214,8555316,EBR.AX
grossProfit,0,-5779966,EBR.AX
ebit,-20580935,-25388367,EBR.AX
operatingIncome,-20580935,-25388367,EBR.AX
otherOperatingExpenses,,,EBR.AX
interestExpense,-7861576,-1101122,EBR.AX
extraordinaryItems,,,EBR.AX
nonRecurring,,,EBR.AX
otherItems,,,EBR.AX
incomeTaxExpense,-697752,0,EBR.AX
totalRevenue,0,1293935,EBR.AX
totalOperatingExpenses,20580935,26682302,EBR.AX
costOfRevenue,0,7073901,EBR.AX
totalOtherIncomeExpenseNet,-5835143,575605,EBR.AX
discontinuedOperations,,,EBR.AX
netIncomeFromContinuingOps,-25718326,-24812762,EBR.AX
netIncomeApplicableToCommonShares,-25718326,-24812762,EBR.AX
