Breakdown,2020-12-31 00:00:00,2019-12-31 00:00:00,ticker
capitalSurplus,166278889.0,164297587.0,EBR.AX
totalLiab,46049222.0,26213094.0,EBR.AX
totalStockholderEquity,-37659065.0,-13834212.0,EBR.AX
totalAssets,8398643.0,12387368.0,EBR.AX
commonStock,1320.0,1312.0,EBR.AX
otherCurrentAssets,72295.0,837598.0,EBR.AX
retainedEarnings,-203851437.0,-178133111.0,EBR.AX
otherLiab,7151973.0,3128365.0,EBR.AX
treasuryStock,-87837.0,,EBR.AX
otherAssets,439202.0,150860.0,EBR.AX
cash,5878281.0,7285499.0,EBR.AX
totalCurrentLiabilities,27349193.0,5615980.0,EBR.AX
shortLongTermDebt,21680498.0,1000000.0,EBR.AX
otherStockholderEquity,-87837.0,,EBR.AX
propertyPlantEquipment,887341.0,869829.0,EBR.AX
totalCurrentAssets,7072100.0,11366679.0,EBR.AX
netTangibleAssets,-37659065.0,-13834212.0,EBR.AX
netReceivables,273304.0,172191.0,EBR.AX
longTermDebt,11548056.0,17468749.0,EBR.AX
accountsPayable,903720.0,4615980.0,EBR.AX
inventory,,2840193.0,EBR.AX
