Breakdown,2021-06-30 00:00:00,ticker
totalLiab,18575,MMC.AX
totalStockholderEquity,253535,MMC.AX
totalAssets,272110,MMC.AX
commonStock,352070,MMC.AX
retainedEarnings,-98535,MMC.AX
cash,254321,MMC.AX
totalCurrentLiabilities,18575,MMC.AX
totalCurrentAssets,272110,MMC.AX
netTangibleAssets,253535,MMC.AX
shortTermInvestments,10000,MMC.AX
netReceivables,7789,MMC.AX
accountsPayable,8505,MMC.AX
