Breakdown,2021-06-30 00:00:00,ticker
changeToLiabilities,12758,MMC.AX
totalCashflowsFromInvestingActivities,-3473,MMC.AX
netBorrowings,105,MMC.AX
totalCashFromFinancingActivities,528210,MMC.AX
changeToOperatingActivities,15000,MMC.AX
issuanceOfStock,528105,MMC.AX
netIncome,-147803,MMC.AX
changeInCash,381482,MMC.AX
totalCashFromOperatingActivities,-143256,MMC.AX
depreciation,3473,MMC.AX
changeToAccountReceivables,-26684,MMC.AX
capitalExpenditures,-3473,MMC.AX
