Breakdown,2021-06-30 00:00:00,ticker
changeToLiabilities,401268,M24.AX
totalCashflowsFromInvestingActivities,-895106,M24.AX
totalCashFromFinancingActivities,9299183,M24.AX
issuanceOfStock,9299183,M24.AX
netIncome,-1147002,M24.AX
changeInCash,7579115,M24.AX
totalCashFromOperatingActivities,-824961,M24.AX
depreciation,29111,M24.AX
changeToAccountReceivables,-108337,M24.AX
capitalExpenditures,-895106,M24.AX
