Breakdown,Value,ticker
zip,2000,ART.AX
sector,Communication Services,ART.AX
longBusinessSummary,"Airtasker Pty Limited operates a community platform that connects people to outsource tasks and find local services in Australia. Its platform offers a range of services, such as handyman services, including general handyman, indoor and outdoor installations and repairs, bricklaying and building work, wall hanging, furniture repair services; cleaning services, such as house, laundry, carpet, commercial and conservatory cleaning services; pickup and delivery services; hire removal services comprising furniture and fitness equipment disassembly, furniture and fitness equipment transport, and clearance services; and gardening, automotive, and assembly services. It also provides a range of creative tasks, including photography, graphic design, website, and blog support. The company offers a range of tasks around the home to tasks for businesses, such as office admin, promotional work, or computer and IT support. Airtasker Pty Limited was incorporated in 2011 and is based in Sydney, Australia.",ART.AX
city,Sydney,ART.AX
state,NSW,ART.AX
compensationAsOfEpochDate,1640908800,ART.AX
country,Australia,ART.AX
website,https://www.airtasker.com,ART.AX
maxAge,86400,ART.AX
address1,71 York Street,ART.AX
industry,Internet Content & Information,ART.AX
address2,Level 3,ART.AX
