,0,1,ticker
0,Market Cap (intraday),244.30M,SHJ.AX
1,Enterprise Value,281.63M,SHJ.AX
2,Trailing P/E,9.79,SHJ.AX
3,Forward P/E,,SHJ.AX
4,PEG Ratio (5 yr expected),,SHJ.AX
5,Price/Sales (ttm),1.30,SHJ.AX
6,Price/Book (mrq),0.96,SHJ.AX
7,Enterprise Value/Revenue,1.47,SHJ.AX
8,Enterprise Value/EBITDA,5.22,SHJ.AX
