,0,1,ticker
0,Market Cap (intraday),11.16M,RML.AX
1,Enterprise Value,9.41M,RML.AX
2,Trailing P/E,,RML.AX
3,Forward P/E,,RML.AX
4,PEG Ratio (5 yr expected),,RML.AX
5,Price/Sales (ttm),,RML.AX
6,Price/Book (mrq),0.56,RML.AX
7,Enterprise Value/Revenue,,RML.AX
8,Enterprise Value/EBITDA,-9.08,RML.AX
