,0,1,ticker
0,Market Cap (intraday),66.88M,ATS.AX
1,Enterprise Value,80.45M,ATS.AX
2,Trailing P/E,3.11,ATS.AX
3,Forward P/E,12.92,ATS.AX
4,PEG Ratio (5 yr expected),,ATS.AX
5,Price/Sales (ttm),2.17,ATS.AX
6,Price/Book (mrq),0.78,ATS.AX
7,Enterprise Value/Revenue,4.30,ATS.AX
8,Enterprise Value/EBITDA,21.49,ATS.AX
