Breakdown,Value,ticker
zip,3161,BTN.AX
sector,Financial Services,BTN.AX
longBusinessSummary,"Butn Limited provides transactional funding to small and medium enterprises in Australia. Its products include Butn Pay, a solution that allows organizations to pay for goods and services, and choose the repayment terms; Butn Now, a solution for businesses to claim their commissions instantly; Butn X, a solution that helps customers to get paid as soon as the goods and services are delivered with advanced payments; and Butn Plus, a solution that enables businesses to avail secured business loans. The company was founded in 2015 and is headquartered in Caulfield North, Australia.",BTN.AX
city,Caulfield North,BTN.AX
phone,1300 99 2886,BTN.AX
state,VIC,BTN.AX
compensationAsOfEpochDate,1640908800,BTN.AX
country,Australia,BTN.AX
website,https://www.butn.co,BTN.AX
maxAge,86400,BTN.AX
address1,229 Balaclava Rd,BTN.AX
fax,1300 23 2329,BTN.AX
industry,Credit Services,BTN.AX
address2,Suite 10,BTN.AX
