Breakdown,Value,ticker
zip,3006,IPL.AX
sector,Basic Materials,IPL.AX
fullTimeEmployees,5000,IPL.AX
compensationRisk,4,IPL.AX
auditRisk,5,IPL.AX
longBusinessSummary,"Incitec Pivot Limited manufactures and distributes industrial explosives, industrial chemicals, and fertilizers in Australia, the United States, Canada, Turkey, and internationally. The company manufactures and distributes fertilizers, including di/mono-ammonium phosphate, ammonia, granulated ammonium sulphate, urea, and single super phosphate, as well as imports and sells fertilizers. It also manufactures and sells industrial explosives, such as ammonium nitrate and related products and services to the mining, quarrying, and construction industries; and manufactures, imports, and sells industrial chemicals to the agriculture and specialist industries. The company was founded in 1831 and is headquartered in Southbank, Australia.",IPL.AX
city,Southbank,IPL.AX
phone,61 3 8695 4400,IPL.AX
state,VIC,IPL.AX
shareHolderRightsRisk,6,IPL.AX
compensationAsOfEpochDate,1640908800,IPL.AX
governanceEpochDate,1643673600,IPL.AX
boardRisk,4,IPL.AX
country,Australia,IPL.AX
website,https://www.incitecpivot.com.au,IPL.AX
maxAge,86400,IPL.AX
overallRisk,3,IPL.AX
address1,28 Freshwater Place,IPL.AX
fax,61 3 8695 4419,IPL.AX
industry,Specialty Chemicals,IPL.AX
address2,Level 8,IPL.AX
