Breakdown,Value,ticker
zip,3004,NVA.AX
sector,Basic Materials,NVA.AX
longBusinessSummary,"Nova Minerals Limited engages in the exploration of mineral properties in Australia, Canada, and the United States. The company explores for lithium and gold deposits. Its flagship projects include the Estelle gold project comprise 346 mining claims covering an area of approximately 324 square km located in Alaska. The company was formerly known as Quantum Resources Limited and changed its name to Nova Minerals Limited in December 2017. Nova Minerals Limited was incorporated in 1987 and is based in Melbourne, Australia.",NVA.AX
city,Melbourne,NVA.AX
phone,61 3 9537 1238,NVA.AX
state,VIC,NVA.AX
compensationAsOfEpochDate,1640908800,NVA.AX
country,Australia,NVA.AX
website,https://novaminerals.com.au,NVA.AX
maxAge,86400,NVA.AX
address1,566 St Kilda Road,NVA.AX
fax,61 3 9614 0550,NVA.AX
industry,Other Industrial Metals & Mining,NVA.AX
address2,Suite 602,NVA.AX
