Breakdown,2021-06-30 00:00:00,2020-06-30 00:00:00,2019-06-30 00:00:00,ticker
intangibleAssets,4715594.0,825511.0,6230.0,HFY.AX
totalLiab,4375743.0,3866616.0,2657388.0,HFY.AX
totalStockholderEquity,12070002.0,5340858.0,1396644.0,HFY.AX
otherCurrentLiab,1163390.0,898367.0,427644.0,HFY.AX
totalAssets,16445745.0,9207474.0,4054032.0,HFY.AX
commonStock,8123280.0,2333049.0,435000.0,HFY.AX
retainedEarnings,3926722.0,3007809.0,961644.0,HFY.AX
otherLiab,222357.0,246545.0,171611.0,HFY.AX
goodWill,1551481.0,1217203.0,,HFY.AX
treasuryStock,20000.0,,,HFY.AX
otherAssets,1387034.0,1854521.0,92497.0,HFY.AX
cash,5067489.0,2899313.0,2304451.0,HFY.AX
totalCurrentLiabilities,3576803.0,3144358.0,2143262.0,HFY.AX
deferredLongTermAssetCharges,1187431.0,1752024.0,,HFY.AX
otherStockholderEquity,20000.0,,,HFY.AX
propertyPlantEquipment,861195.0,819194.0,491108.0,HFY.AX
totalCurrentAssets,7430441.0,4491045.0,3368952.0,HFY.AX
longTermInvestments,500000.0,,95245.0,HFY.AX
netTangibleAssets,5802927.0,3298144.0,1390414.0,HFY.AX
netReceivables,2198960.0,1461357.0,1039740.0,HFY.AX
longTermDebt,183711.0,,,HFY.AX
inventory,104816.0,23333.0,,HFY.AX
accountsPayable,857389.0,659165.0,307288.0,HFY.AX
