Breakdown,Value,ticker
zip,6008,TNG.AX
sector,Basic Materials,TNG.AX
longBusinessSummary,"TNG Limited engages in the exploration, evaluation, and development of mineral properties in Australia. It explores for iron ore, vanadium, titanium, nickel, and cobalt deposits. The company's flagship property is the Mount Peake project located to the north-west of Alice Springs in the Northern Territory. TNG Limited was incorporated in 1970 and is based in Subiaco, Australia.",TNG.AX
city,Subiaco,TNG.AX
phone,61 8 9327 0900,TNG.AX
state,WA,TNG.AX
compensationAsOfEpochDate,1640908800,TNG.AX
country,Australia,TNG.AX
website,https://www.tngltd.com.au,TNG.AX
maxAge,86400,TNG.AX
address1,22 Railway Road,TNG.AX
fax,61 8 9327 0901,TNG.AX
industry,Other Industrial Metals & Mining,TNG.AX
address2,Suite 20,TNG.AX
