Breakdown,2021-06-30 00:00:00,2020-06-30 00:00:00,2019-06-30 00:00:00,ticker
researchDevelopment,1634336,673544,1071622,DOU.AX
effectOfAccountingCharges,,,,DOU.AX
incomeBeforeTax,-13486350,-1185745,-1550285,DOU.AX
minorityInterest,,,,DOU.AX
netIncome,-13487518,-1299600,-1550285,DOU.AX
sellingGeneralAdministrative,3098330,699173,1166710,DOU.AX
grossProfit,-3405745,-1156285,241329,DOU.AX
ebit,-9253123,-1242073,-1523580,DOU.AX
operatingIncome,-9253123,-1242073,-1523580,DOU.AX
otherOperatingExpenses,,-1288714.0,-486778.0,DOU.AX
interestExpense,-119231,-74659,-28207,DOU.AX
extraordinaryItems,,,,DOU.AX
nonRecurring,,,,DOU.AX
otherItems,,,,DOU.AX
incomeTaxExpense,1168,113855,0,DOU.AX
totalRevenue,34081,218,241329,DOU.AX
totalOperatingExpenses,9287204,1242291,1764909,DOU.AX
costOfRevenue,3439826,1156503,0,DOU.AX
totalOtherIncomeExpenseNet,-4233227,56328,-26705,DOU.AX
discontinuedOperations,,,,DOU.AX
netIncomeFromContinuingOps,-13487518,-1299600,-1550285,DOU.AX
netIncomeApplicableToCommonShares,-13487518,-1299600,-1550285,DOU.AX
