Breakdown,2021-06-30 00:00:00,2020-06-30 00:00:00,2019-06-30 00:00:00,ticker
intangibleAssets,71571.0,,,DOU.AX
totalLiab,2317296.0,1712197.0,1257693.0,DOU.AX
totalStockholderEquity,8397863.0,-899707.0,-245488.0,DOU.AX
otherCurrentLiab,840090.0,330000.0,556798.0,DOU.AX
totalAssets,10715159.0,812490.0,1012205.0,DOU.AX
commonStock,25198242.0,3104485.0,2456101.0,DOU.AX
otherCurrentAssets,37190.0,,,DOU.AX
retainedEarnings,-17510920.0,-4023402.0,-2723802.0,DOU.AX
treasuryStock,710541.0,19210.0,22213.0,DOU.AX
cash,10325223.0,172136.0,649105.0,DOU.AX
totalCurrentLiabilities,2317296.0,1712197.0,1257693.0,DOU.AX
otherStockholderEquity,710541.0,19210.0,22213.0,DOU.AX
propertyPlantEquipment,53358.0,,,DOU.AX
totalCurrentAssets,10590230.0,812490.0,1012205.0,DOU.AX
netTangibleAssets,8326292.0,-899707.0,-245488.0,DOU.AX
netReceivables,227817.0,640354.0,363100.0,DOU.AX
accountsPayable,956166.0,705541.0,376646.0,DOU.AX
