Breakdown,Value,ticker
zip,2141,BKG.AX
sector,Consumer Cyclical,BKG.AX
longBusinessSummary,"Booktopia Group Limited operates as an online book retailer in Australia. It also sells eBooks, DVDs, audiobooks, magazines, calendars and diaries, stationery, and gift cards. The company offers books that cover various subjects, such as biographies and true stories; business and management; history; family and health; personal development; self-help and travel and holidays; modern and contemporary fiction; Australian fiction; crime and mystery; thrillers and suspense; romance; picture books; children's fiction; young adult; manga; gift guides; cooking, food, and drink; sports; and art and entertainment books. The company was founded in 2004 and is headquartered in Lidcombe, Australia.",BKG.AX
city,Lidcombe,BKG.AX
phone,61 2 9045 4394,BKG.AX
state,NSW,BKG.AX
compensationAsOfEpochDate,1640908800,BKG.AX
country,Australia,BKG.AX
website,https://www.booktopia.com.au,BKG.AX
maxAge,86400,BKG.AX
address1,Unit E1,BKG.AX
industry,Internet Retail,BKG.AX
address2,3-29 Birnie Avenue,BKG.AX
