Breakdown,Value,ticker
zip,6000,EDE.AX
sector,Industrials,EDE.AX
longBusinessSummary,"Eden Innovations Ltd provides various clean technology solutions. The company develops, manufactures, and sells EdenCrete, a carbon nanotube enriched admixture for concrete; OptiBlend, a retrofit dual-fuel technology for diesel generator sets; and EdenPlast, a CNT enriched polypropylene tape made by conventional extrusion process. Its other technologies include the pyrolysis process, a technology to produce carbon nanotube and carbon nanofibre, and hydrogen; and Hythane, a blend of hydrogen and natural gas. Eden Innovations Ltd was incorporated in 2004 and is based in Perth, Australia.",EDE.AX
city,Perth,EDE.AX
phone,61 8 9282 5889,EDE.AX
state,WA,EDE.AX
compensationAsOfEpochDate,1640908800,EDE.AX
country,Australia,EDE.AX
website,https://www.edeninnovations.com,EDE.AX
maxAge,86400,EDE.AX
address1,197 St Georges Terrace,EDE.AX
fax,61 8 9282 5866,EDE.AX
industry,Specialty Industrial Machinery,EDE.AX
address2,Level 15,EDE.AX
