Breakdown,Value,ticker
zip,4179,CAG.AX
sector,Technology,CAG.AX
longBusinessSummary,"Cape Range Limited, together with its subsidiaries, engages in the supply of accounting and business intelligence software in Australia and Malaysia. Its software is used by SME's, such as retail, trading, logistics, healthcare, e-commerce, manufacturing, financial, and higher education sectors. The company was incorporated in 1988 and is headquartered in Twin Waters, Australia.",CAG.AX
city,Twin Waters,CAG.AX
phone,61 7 5457 0557,CAG.AX
state,QLD,CAG.AX
compensationAsOfEpochDate,1609372800,CAG.AX
country,Australia,CAG.AX
website,https://www.caperange.com.au,CAG.AX
maxAge,86400,CAG.AX
address1,36 Prestwick Drive,CAG.AX
fax,61 7 5457 0557,CAG.AX
industry,Software—Application,CAG.AX
