Breakdown,Value,ticker
zip,2000,EMS.AX
sector,Basic Materials,EMS.AX
longBusinessSummary,"Eastern Metals Limited explores for base and precious metals. The company primarily explores copper, gold, lead, zinc, and silver deposits. Its primary projects are the Arunta project in the Northern Territory, and the Cobar and Thomson projects in New South Wales. The company was incorporated in 2020 and is based in Sydney, Australia.",EMS.AX
city,Sydney,EMS.AX
phone,61 2 9290 9600,EMS.AX
state,NSW,EMS.AX
compensationAsOfEpochDate,1640908800,EMS.AX
country,Australia,EMS.AX
website,https://easternmetals.com.au,EMS.AX
maxAge,86400,EMS.AX
address1,225 George Street,EMS.AX
industry,Other Precious Metals & Mining,EMS.AX
address2,Level 12,EMS.AX
