Breakdown,Value,ticker
zip,6005,3MF.AX
sector,Industrials,3MF.AX
longBusinessSummary,"3D Metalforge Limited, an additive manufacturing company, provides 3D metal printing services worldwide. The company offers a range of in-house printing services, including design and engineering, material advisory, diagnostics and testing, printing, and post-production services. It also provides diagnostic analysis, client facility operation, part production, and education and training services. The company was founded in 2012 and is based in West Perth, Australia.",3MF.AX
city,West Perth,3MF.AX
phone,61 8 9482 0500,3MF.AX
state,WA,3MF.AX
compensationAsOfEpochDate,1609372800,3MF.AX
country,Australia,3MF.AX
website,https://www.3dmetalforge.com,3MF.AX
maxAge,86400,3MF.AX
address1,16 Ord Street,3MF.AX
fax,61 8 9482 0505,3MF.AX
industry,Metal Fabrication,3MF.AX
address2,Ground Floor,3MF.AX
