Breakdown,2020-12-31 00:00:00,2020-06-30 00:00:00,ticker
totalLiab,1397553.0,98936.0,AWJ.AX
totalStockholderEquity,2684451.0,-88738.0,AWJ.AX
otherCurrentLiab,898000.0,,AWJ.AX
totalAssets,4082004.0,10198.0,AWJ.AX
commonStock,3098256.0,9030.0,AWJ.AX
retainedEarnings,-750871.0,-97768.0,AWJ.AX
treasuryStock,337066.0,,AWJ.AX
cash,176418.0,7440.0,AWJ.AX
totalCurrentLiabilities,1397553.0,98936.0,AWJ.AX
otherStockholderEquity,337066.0,,AWJ.AX
propertyPlantEquipment,3833676.0,,AWJ.AX
totalCurrentAssets,248328.0,10198.0,AWJ.AX
netTangibleAssets,2684451.0,-88738.0,AWJ.AX
netReceivables,54098.0,2758.0,AWJ.AX
accountsPayable,279707.0,38436.0,AWJ.AX
