,0,1,ticker
0,Market Cap (intraday),53.19M,PYG.AX
1,Enterprise Value,37.28M,PYG.AX
2,Trailing P/E,,PYG.AX
3,Forward P/E,344.83,PYG.AX
4,PEG Ratio (5 yr expected),,PYG.AX
5,Price/Sales (ttm),2.06,PYG.AX
6,Price/Book (mrq),1.39,PYG.AX
7,Enterprise Value/Revenue,1.79,PYG.AX
8,Enterprise Value/EBITDA,26.71,PYG.AX
