Breakdown,Value,ticker
zip,6005,DVP.AX
sector,Basic Materials,DVP.AX
longBusinessSummary,"Develop Global Limited, together with its subsidiaries, engages in the exploration and development of mineral resource properties in Australia. It primarily explores for copper, zinc, lead, silver, and gold deposits. The company's flagship project is the Sulphur Springs project that includes Sulphur Springs and Kangaroo Caves deposits and tenements located to the south east of Port Hedland. The company was formerly known as Venturex Resources Limited and changed its name to Develop Global Limited in October 2021. Develop Global Limited was incorporated in 2006 and is based in West Perth, Australia.",DVP.AX
city,West Perth,DVP.AX
phone,61 8 6389 7400,DVP.AX
state,WA,DVP.AX
compensationAsOfEpochDate,1640908800,DVP.AX
country,Australia,DVP.AX
website,https://www.venturexresources.com,DVP.AX
maxAge,86400,DVP.AX
address1,91 Havelock Street,DVP.AX
fax,61 8 9463 7836,DVP.AX
industry,Other Industrial Metals & Mining,DVP.AX
address2,Level 2,DVP.AX
