Breakdown,Value,ticker
zip,6153,HCH.AX
sector,Basic Materials,HCH.AX
longBusinessSummary,"Hot Chili Limited operates as a mineral exploration company in Australia and Chile. The company explores for copper, gold, and molybdenum, as well as silver deposits. Its flagship property is the Cortadera Copper-Gold Project located along the Chilean coastal range, Chile. The company was incorporated in 2008 and is based in Applecross, Australia.",HCH.AX
city,Applecross,HCH.AX
phone,61 8 9315 9009,HCH.AX
state,WA,HCH.AX
compensationAsOfEpochDate,1640908800,HCH.AX
country,Australia,HCH.AX
website,https://www.hotchili.net.au,HCH.AX
maxAge,86400,HCH.AX
address1,768 Canning Highway,HCH.AX
fax,61 8 9315 5004,HCH.AX
industry,Copper,HCH.AX
address2,First Floor,HCH.AX
