,0,1,ticker
0,Market Cap (intraday),241.06M,FEX.AX
1,Enterprise Value,174.08M,FEX.AX
2,Trailing P/E,2.48,FEX.AX
3,Forward P/E,,FEX.AX
4,PEG Ratio (5 yr expected),,FEX.AX
5,Price/Sales (ttm),1.06,FEX.AX
6,Price/Book (mrq),1.56,FEX.AX
7,Enterprise Value/Revenue,1.52,FEX.AX
8,Enterprise Value/EBITDA,2.72,FEX.AX
