Breakdown,Value,ticker
zip,2000,AFA.AX
sector,Financial Services,AFA.AX
longBusinessSummary,"ASF Group Limited, an investment and trading house, operates in the real estate, resources, technology, and financial sectors in Australia and Asia. It holds interests in copper-gold and gold mineralization projects in Queensland; oil and gas projects in the Canning Basin, Western Australia; conventional and unconventional oil and gas projects in the North Perth and Canning Basin, Western Australia; and coal tenements in Queensland. The company also develops tourism, mixed-use, and urban regeneration projects. In addition, it offers property marketing services, as well as fund management and advisory services on public listing, financial advisory, visa migration, and entry and expansion in Australia. ASF Group Limited was incorporated in 1980 and is based in Sydney, Australia.",AFA.AX
city,Sydney,AFA.AX
phone,61 2 9251 9088,AFA.AX
state,NSW,AFA.AX
compensationAsOfEpochDate,1640908800,AFA.AX
country,Australia,AFA.AX
website,https://www.asfgroupltd.com,AFA.AX
maxAge,86400,AFA.AX
address1,3B Macquarie Street,AFA.AX
fax,61 2 9251 9066,AFA.AX
industry,Capital Markets,AFA.AX
address2,Suite 2,AFA.AX
