Breakdown,2021-06-30 00:00:00,2020-06-30 00:00:00,2019-06-30 00:00:00,2018-06-30 00:00:00,ticker
changeToLiabilities,-529054,169846,64754,-298564,WRK.AX
totalCashflowsFromInvestingActivities,-363592,-822785,-1216388,-1130489,WRK.AX
netBorrowings,-750000,750000,750000,-50000,WRK.AX
totalCashFromFinancingActivities,4150321,1827560,1544201,-50000,WRK.AX
changeToOperatingActivities,-150947,68691,54029,39014,WRK.AX
issuanceOfStock,5316302,1155000,1544201,1544201,WRK.AX
netIncome,-3788972,-3666012,-13022078,-2554325,WRK.AX
changeInCash,1740481,-469286,-495970,-1997260,WRK.AX
totalCashFromOperatingActivities,-2046248,-1474061,-823783,-816771,WRK.AX
depreciation,288967,1162093,1059396,1058495,WRK.AX
changeToAccountReceivables,209550,-31708,279591,-307026,WRK.AX
otherCashflowsFromFinancingActivities,-415981,-77440,-77440,-77440,WRK.AX
changeToNetincome,353087,136795,9729517,371018,WRK.AX
capitalExpenditures,-10774,-5576,-14174,-4200,WRK.AX
