Breakdown,Value,ticker
zip,6008,ALM.AX
sector,Energy,ALM.AX
longBusinessSummary,"Alma Metals Limited engages in the exploration of metal properties in Australia. It primarily explores for copper and gold deposits. The company was formerly known as African Energy Resources Limited and changed its name to Alma Metals Limited in December 2021. Alma Metals Limited was incorporated in 2006 and is headquartered in Subiaco, Australia.",ALM.AX
city,Subiaco,ALM.AX
phone,61 8 6465 5500,ALM.AX
state,WA,ALM.AX
compensationAsOfEpochDate,1640908800,ALM.AX
country,Australia,ALM.AX
website,https://www.almametals.com.au,ALM.AX
maxAge,86400,ALM.AX
address1,245 Churchill Avenue,ALM.AX
industry,Thermal Coal,ALM.AX
address2,Suite 1,ALM.AX
