,0,1,ticker
0,Market Cap (intraday),62.60M,AAR.AX
1,Enterprise Value,52.86M,AAR.AX
2,Trailing P/E,,AAR.AX
3,Forward P/E,,AAR.AX
4,PEG Ratio (5 yr expected),,AAR.AX
5,Price/Sales (ttm),,AAR.AX
6,Price/Book (mrq),2.78,AAR.AX
7,Enterprise Value/Revenue,,AAR.AX
8,Enterprise Value/EBITDA,-14.73,AAR.AX
