Breakdown,2021-06-30 00:00:00,2020-06-30 00:00:00,2019-06-30 00:00:00,2018-06-30 00:00:00,ticker
changeToLiabilities,249394,124723,-32083,0,TSO.AX
totalCashflowsFromInvestingActivities,-12404425,-1525425,-1121122,-1345674,TSO.AX
netBorrowings,-142839,-97812,583480,320000,TSO.AX
totalCashFromFinancingActivities,21391017,8564366,1400020,1846070,TSO.AX
issuanceOfStock,22538811,8662178,816540,1526070,TSO.AX
netIncome,-5570786,-4707766,-510402,-644383,TSO.AX
changeInCash,7857147,5850494,-115025,108529,TSO.AX
effectOfExchangeRate,18040,18040,18040,-775,TSO.AX
totalCashFromOperatingActivities,-1147485,-1188448,-393923,-391092,TSO.AX
depreciation,44618,1013380,266,150,TSO.AX
changeToAccountReceivables,-77203,195992,77202,77202,TSO.AX
otherCashflowsFromFinancingActivities,-1004955,-1004955,-1004955,-1004955,TSO.AX
changeToNetincome,4206492,2185223,71094,253142,TSO.AX
capitalExpenditures,-12404425,-1604436,-1121122,-1345674,TSO.AX
