,0,1,ticker
0,Market Cap (intraday),1.51B,MAF.AX
1,Enterprise Value,,MAF.AX
2,Trailing P/E,41.35,MAF.AX
3,Forward P/E,13.21,MAF.AX
4,PEG Ratio (5 yr expected),,MAF.AX
5,Price/Sales (ttm),7.96,MAF.AX
6,Price/Book (mrq),6.05,MAF.AX
7,Enterprise Value/Revenue,,MAF.AX
8,Enterprise Value/EBITDA,,MAF.AX
