Breakdown,Value,ticker
zip,6000,KGD.AX
sector,Basic Materials,KGD.AX
fullTimeEmployees,2,KGD.AX
longBusinessSummary,"Kula Gold Limited identifies and explores for metals in Western Australia. The company primarily explores for gold, nickel, and copper deposits, as well as platinum group elements. It holds 100% interests in the Airfield gold project covering an area of approximately 120 km2 located to the east of the town of Marvel Loch, Western Australia; the Rankin Dome gold and nickel project situated to west and north west of the town of Southern Cross, Western Australia; the Brunswick PGE-AU project covering an area of 240 km2 located in the southwest region of western Australia; and the Lake Rebecca gold project covering an area of approximately 150 km2 situated in Kalgoorlie, Western Australia. The company was incorporated in 2007 and is based in Perth, Australia.",KGD.AX
city,Perth,KGD.AX
phone,61 8 6144 0592,KGD.AX
state,WA,KGD.AX
compensationAsOfEpochDate,1325289600,KGD.AX
country,Australia,KGD.AX
website,https://www.kulagold.com.au,KGD.AX
maxAge,86400,KGD.AX
address1,20 Howard Street,KGD.AX
fax,61 8 6144 0593,KGD.AX
industry,Gold,KGD.AX
address2,Suite 2,KGD.AX
