Breakdown,Value,ticker
zip,1010,EVO.AX
sector,Consumer Defensive,EVO.AX
fullTimeEmployees,1942,EVO.AX
longBusinessSummary,"Evolve Education Group Limited provides early childhood education (ECE) services in New Zealand and Australia. The company operates and manages ECE centers. It operates approximately 126 center-based ECE facilities under the Lollipops, Cubby Care, Active Explorers, Learning Adventures, Little Earth Montessori, Little Lights, Little Wonders, and Pascals brand names. The company was incorporated in 2014 and is based in Auckland, New Zealand.",EVO.AX
city,Auckland,EVO.AX
phone,64 9 377 8700,EVO.AX
compensationAsOfEpochDate,1609372800,EVO.AX
country,New Zealand,EVO.AX
website,https://www.evolveeducation.co.nz,EVO.AX
maxAge,86400,EVO.AX
address1,16 Kingston Street,EVO.AX
industry,Education & Training Services,EVO.AX
address2,Level 15,EVO.AX
