Breakdown,Value,ticker
zip,6005,SKN.AX
sector,Consumer Defensive,SKN.AX
longBusinessSummary,"Skin Elements Limited, a skin care company, develops, manufactures, distributes, and retails various natural skincare products. The company offers sunscreen products under the Sol̩o Organics name; therapeutic skin treatment products under the PapayaActivs name; and cosmetic skincare products under the Elizabeth Jane name. It also provides Invisi-Shield SuprCuvr, a plant-based hospital grade disinfectant product. Skin Elements Limited was incorporated in 2015 and is based in West Perth, Australia.",SKN.AX
city,West Perth,SKN.AX
phone,61 8 6311 1900,SKN.AX
state,WA,SKN.AX
compensationAsOfEpochDate,1640908800,SKN.AX
country,Australia,SKN.AX
website,https://www.skinelementslimited.com,SKN.AX
maxAge,86400,SKN.AX
address1,1242 Hay Street,SKN.AX
fax,61 8 6311 1999,SKN.AX
industry,Household & Personal Products,SKN.AX
