Breakdown,Value,ticker
zip,6151,SRN.AX
sector,Basic Materials,SRN.AX
fullTimeEmployees,1,SRN.AX
longBusinessSummary,"Surefire Resources NL explores for and reviews mineral tenement holdings in Western Australia. The company explores for gold, copper, lead, silver, vanadium, and iron ore deposits. It holds interests in the Kooline project comprising two exploration licenses covering approximately 386 square kilometers located in Ashburton province in Western Australia; Unaly Hill and Victory Bore Vanadium projects located in the mid-west of Western Australia; Yidby gold project and Perenjori project located in Western Australia; and Mt Magnet Gold project located in the north-south striking Meekatharra-Mt Magnet greenstone belt. The company was formerly known as Black Ridge Mining NL and changed its name to Surefire Resources NL in December 2016. Surefire Resources NL was incorporated in 1998 and is based in South Perth, Australia.",SRN.AX
city,South Perth,SRN.AX
phone,61 8 6331 6330,SRN.AX
state,WA,SRN.AX
compensationAsOfEpochDate,1640908800,SRN.AX
country,Australia,SRN.AX
website,https://www.surefireresources.com.au,SRN.AX
maxAge,86400,SRN.AX
address1,100 Mill Point Road,SRN.AX
fax,61 8 9429 4400,SRN.AX
industry,Other Industrial Metals & Mining,SRN.AX
address2,Unit 10,SRN.AX
