Breakdown,Value,ticker
zip,6005,CMO.AX
sector,Basic Materials,CMO.AX
longBusinessSummary,"Cosmo Metals Limited operates as a mineral exploration company in Australia. Its flagship project is the Yamarna project with 9 exploration licenses and 2 prospecting leases of potential magmatic copper-nickel-cobalt and platinum group elements deposits located to the northeast of Laverton, Western Australia. The company was incorporated in 2021 and is based in West Perth, Australia.",CMO.AX
city,West Perth,CMO.AX
phone,61 8 6400 5301,CMO.AX
state,WA,CMO.AX
country,Australia,CMO.AX
website,https://www.cosmometals.com.au,CMO.AX
maxAge,86400,CMO.AX
address1,51 Colin Street,CMO.AX
industry,Other Industrial Metals & Mining,CMO.AX
address2,Level 1,CMO.AX
