Breakdown,Value,ticker
zip,3000,DLT.AX
sector,Technology,DLT.AX
longBusinessSummary,"Delta Drone International Limited provides drone-based data service and technology solutions for the mining, agricultural, and engineering industries. It offers aerial surveying and mapping, security and surveillance, and blast monitoring and fragment analysis through a fully-outsourced service with AI and fast data turnaround that allows enterprise customers to focus on operations on the ground while it takes care of everything in the air. The company designs, develops, produces, and sells autonomous safety systems for commercial drones. The company is based in Melbourne, Australia. Delta Drone International Limited is a subsidiary of Delta Drone SA.",DLT.AX
city,Melbourne,DLT.AX
phone,61 8 6189 1155,DLT.AX
state,VIC,DLT.AX
compensationAsOfEpochDate,1609372800,DLT.AX
country,Australia,DLT.AX
website,https://www.dlti.com.au,DLT.AX
maxAge,86400,DLT.AX
address1,101 Collins Street,DLT.AX
industry,Computer Hardware,DLT.AX
address2,Level 27,DLT.AX
