Breakdown,Value,ticker
zip,4000,TOU.AX
sector,Energy,TOU.AX
longBusinessSummary,"Tlou Energy Limited explores for, evaluates, and develops coalbed methane (CBM) resources in Southern Africa. The company owns 100% interests in the Lesedi CBM project, Mamba, and Boomslang projects. It also develops solar and hydrogen projects. Tlou Energy Limited was incorporated in 2009 and is based in Brisbane, Australia.",TOU.AX
city,Brisbane,TOU.AX
phone,61 7 3012 9793,TOU.AX
state,QLD,TOU.AX
compensationAsOfEpochDate,1640908800,TOU.AX
country,Australia,TOU.AX
website,https://tlouenergy.com,TOU.AX
maxAge,86400,TOU.AX
address1,210 Alice Street,TOU.AX
fax,61 7 3003 0675,TOU.AX
industry,Oil & Gas E&P,TOU.AX
