Breakdown,2021-06-30 00:00:00,2020-06-30 00:00:00,2019-06-30 00:00:00,2018-06-30 00:00:00,ticker
changeToLiabilities,-186000,192000,187000,63211,COB.AX
totalCashflowsFromInvestingActivities,-5310000,-602000,-7262000,-5024696,COB.AX
netBorrowings,-421000,-229000,-151000,-21233,COB.AX
totalCashFromFinancingActivities,14802000,-229000,4433000,10394607,COB.AX
changeToOperatingActivities,99000,-70000,94000,38853,COB.AX
issuanceOfStock,15803000,15803000,4791000,10951040,COB.AX
netIncome,-2680000,-2384000,-2909000,-1634556,COB.AX
changeInCash,7382000,-2684000,-4960000,3982100,COB.AX
totalCashFromOperatingActivities,-2110000,-1853000,-2132000,-1387811,COB.AX
depreciation,243000,256000,211000,40913,COB.AX
otherCashflowsFromInvestingActivities,1052000,1748000,285000,254938,COB.AX
changeToAccountReceivables,146000,87000,57000,43129,COB.AX
otherCashflowsFromFinancingActivities,-580000,-580000,-207000,-535200,COB.AX
changeToNetincome,267000,40000,206000,60000,COB.AX
capitalExpenditures,-6362000,-2350000,-7547000,-5279634,COB.AX
