Breakdown,Value,ticker
zip,5063,MXR.AX
sector,Basic Materials,MXR.AX
longBusinessSummary,"Maximus Resources Limited, together with its subsidiaries, engages in the exploration and development of mineral properties in Australia. It primarily explores for gold, copper, and nickel element deposits. The company holds an interest in the Spargoville project located 25kms from the Kambalda, Western Australia. It also undertakes Wattle Dam gold project, which includes Wattle Dam stockwork, Wattle Dam South, and Redback deposits, as well as S5 prospect. The company was incorporated in 2004 and is based in Eastwood, Australia.",MXR.AX
city,Eastwood,MXR.AX
phone,61 8 7324 3172,MXR.AX
state,SA,MXR.AX
compensationAsOfEpochDate,1640908800,MXR.AX
country,Australia,MXR.AX
website,https://www.maximusresources.com,MXR.AX
maxAge,86400,MXR.AX
address1,198 Greenhill Road,MXR.AX
fax,61 8 8312 5501,MXR.AX
industry,Other Precious Metals & Mining,MXR.AX
address2,Suite 12,MXR.AX
