Breakdown,Value,ticker
zip,V3J 6C3,BNZ.AX
sector,Basic Materials,BNZ.AX
longBusinessSummary,"Benz Mining Corp. engages in the acquisition, exploration, and exploitation of mineral properties in the Americas. It has an option to acquire 100% interests in the Eastmain Gold project that comprises 152 contiguous mining claims covering an area of 8,014.36 hectares located to the northeast of Montreal; and Ruby Hill West and Ruby Hill East projects in Quebec. The company was formerly known as Benz Capital Corp. and changed its name to Benz Mining Corp. in January 2015. Benz Mining Corp. was incorporated in 2011 and is headquartered in Coquitlam, Canada.",BNZ.AX
city,Coquitlam,BNZ.AX
state,BC,BNZ.AX
compensationAsOfEpochDate,1640908800,BNZ.AX
country,Canada,BNZ.AX
website,https://www.benzmining.com,BNZ.AX
maxAge,86400,BNZ.AX
address1,927 Poirier Street,BNZ.AX
industry,Other Industrial Metals & Mining,BNZ.AX
