,0,1,ticker
0,Market Cap (intraday),209.73M,KSC.AX
1,Enterprise Value,256.71M,KSC.AX
2,Trailing P/E,11.35,KSC.AX
3,Forward P/E,,KSC.AX
4,PEG Ratio (5 yr expected),,KSC.AX
5,Price/Sales (ttm),0.30,KSC.AX
6,Price/Book (mrq),0.78,KSC.AX
7,Enterprise Value/Revenue,0.37,KSC.AX
8,Enterprise Value/EBITDA,3.10,KSC.AX
