Breakdown,2020-12-31 00:00:00,2019-12-31 00:00:00,ticker
researchDevelopment,,,GQG.AX
effectOfAccountingCharges,,,GQG.AX
incomeBeforeTax,169540768,78500000,GQG.AX
minorityInterest,,,GQG.AX
netIncome,167908384,77300000,GQG.AX
sellingGeneralAdministrative,18967222,11300000,GQG.AX
grossProfit,188239836,89700000,GQG.AX
ebit,169272614,78400000,GQG.AX
operatingIncome,169272614,78400000,GQG.AX
otherOperatingExpenses,,,GQG.AX
interestExpense,,,GQG.AX
extraordinaryItems,,,GQG.AX
nonRecurring,,,GQG.AX
otherItems,,,GQG.AX
incomeTaxExpense,1632384,1200000,GQG.AX
totalRevenue,227545513,114800000,GQG.AX
totalOperatingExpenses,58272899,36400000,GQG.AX
costOfRevenue,39305677,25100000,GQG.AX
totalOtherIncomeExpenseNet,268154,100000,GQG.AX
discontinuedOperations,,,GQG.AX
netIncomeFromContinuingOps,167908384,77300000,GQG.AX
netIncomeApplicableToCommonShares,167908384,77300000,GQG.AX
