Breakdown,2020-12-31 00:00:00,2019-12-31 00:00:00,ticker
investments,-3075495.0,-3075495.0,GQG.AX
changeToLiabilities,2445147.0,0.0,GQG.AX
totalCashflowsFromInvestingActivities,-3075495.0,-100000.0,GQG.AX
totalCashFromFinancingActivities,-135635125.0,-66500000.0,GQG.AX
changeToOperatingActivities,-26450511.0,-7700000.0,GQG.AX
netIncome,167908384.0,77300000.0,GQG.AX
changeInCash,5120106.0,3100000.0,GQG.AX
totalCashFromOperatingActivities,143830726.0,69700000.0,GQG.AX
depreciation,195860.0,200000.0,GQG.AX
dividendsPaid,-135635125.0,-66500000.0,GQG.AX
changeToNetincome,-268154.0,-100000.0,GQG.AX
otherCashflowsFromInvestingActivities,,-100000.0,GQG.AX
