Breakdown,Value,ticker
zip,4000,GLL.AX
sector,Energy,GLL.AX
longBusinessSummary,"Galilee Energy Limited, through its subsidiaries, engages in the exploration and production of oil and gas properties in Australia, the United States, and Chile. It primarily explores for coal seam gas. The company's flagship project is the Glenaras gas project located within the ATP 2019 permit, which covers an area of approximately 3,200 square kilometers in western Queensland's Galilee Basin. Galilee Energy Limited was incorporated in 1994 and is based in Brisbane, Australia.",GLL.AX
city,Brisbane,GLL.AX
phone,61 7 3177 9970,GLL.AX
state,QLD,GLL.AX
country,Australia,GLL.AX
website,https://galilee-energy.com.au,GLL.AX
maxAge,86400,GLL.AX
address1,Emirates House,GLL.AX
industry,Oil & Gas E&P,GLL.AX
address2,Level 6 167 Eagle Street,GLL.AX
