Breakdown,Value,ticker
zip,7320,GRR.AX
sector,Basic Materials,GRR.AX
longBusinessSummary,"Grange Resources Limited engages in the integrated iron ore mining and pellet production business in the northwest region of Tasmania. The company is involved in the mining, processing, and sale of iron ore; and exploration, evaluation, and development of mineral resources. It owns interests in the Savage River project in Tasmania; and Southdown magnetite project that covers an area of approximately 1700 hectares located in Western Australia. Grange Resources Limited was incorporated in 1985 and is based in Burnie, Australia.",GRR.AX
city,Burnie,GRR.AX
phone,61 3 6430 0222,GRR.AX
state,TAS,GRR.AX
compensationAsOfEpochDate,1609372800,GRR.AX
country,Australia,GRR.AX
website,https://www.grangeresources.com.au,GRR.AX
maxAge,86400,GRR.AX
address1,34A Alexander Street,GRR.AX
fax,61 3 6432 3390,GRR.AX
industry,Other Industrial Metals & Mining,GRR.AX
