Breakdown,Value,ticker
zip,5063,TZN.AX
sector,Basic Materials,TZN.AX
longBusinessSummary,"Terramin Australia Limited, together with its subsidiaries, explores for, evaluates, and develops base and precious metals, and other economic mineral deposits in Australia and Northern Africa. The company primarily explores for zinc, lead, gold, and copper deposits. Its flagship project is the Tala Hamza Zinc project located on the Mediterranean coast in Algeria; and Bird-in-Hand Gold Project. The company was incorporated in 1993 and is based in Fullarton, Australia.",TZN.AX
city,Fullarton,TZN.AX
phone,61 8 8213 1415,TZN.AX
state,SA,TZN.AX
compensationAsOfEpochDate,1609372800,TZN.AX
country,Australia,TZN.AX
website,https://www.terramin.com.au,TZN.AX
maxAge,86400,TZN.AX
address1,202 - 208 Glen Osmond Road,TZN.AX
fax,61 8 8213 1416,TZN.AX
industry,Other Industrial Metals & Mining,TZN.AX
address2,Unit 7,TZN.AX
