Breakdown,Value,ticker
zip,6090,CWX.AX
sector,Basic Materials,CWX.AX
longBusinessSummary,"Carawine Resources Limited explores for and develops mineral projects in Australia. The company explores for gold, copper, silver, zinc, nickel, cobalt, manganese, and iron deposits. It holds interests in the Jamieson project located within the Mt Useful Slate Belt geological province, northeast Victoria; the Paterson project situated in the Paterson Province, Western Australia; the Fraser Range project located in the Fraser Range region, Western Australia; the Tropicana North project situated in the Tropicana region, Western Australia; and the Oakover project located in the Eastern Pilbara region, Western Australia. The company was incorporated in 2016 and is based in Malaga, Australia.",CWX.AX
city,Malaga,CWX.AX
phone,61 8 9209 2703,CWX.AX
state,WA,CWX.AX
compensationAsOfEpochDate,1640908800,CWX.AX
country,Australia,CWX.AX
website,https://www.carawine.com.au,CWX.AX
maxAge,86400,CWX.AX
address1,38 Industry Street,CWX.AX
industry,Other Industrial Metals & Mining,CWX.AX
address2,Unit 3,CWX.AX
