,0,1,ticker
0,Market Cap (intraday),,TMK.AX
1,Enterprise Value,,TMK.AX
2,Trailing P/E,,TMK.AX
3,Forward P/E,,TMK.AX
4,PEG Ratio (5 yr expected),,TMK.AX
5,Price/Sales (ttm),,TMK.AX
6,Price/Book (mrq),,TMK.AX
7,Enterprise Value/Revenue,,TMK.AX
8,Enterprise Value/EBITDA,,TMK.AX
