,0,1,ticker
0,Market Cap (intraday),28.87M,GMC.AX
1,Enterprise Value,34.12M,GMC.AX
2,Trailing P/E,,GMC.AX
3,Forward P/E,,GMC.AX
4,PEG Ratio (5 yr expected),,GMC.AX
5,Price/Sales (ttm),,GMC.AX
6,Price/Book (mrq),1.87,GMC.AX
7,Enterprise Value/Revenue,,GMC.AX
8,Enterprise Value/EBITDA,-3.65,GMC.AX
