Breakdown,Value,ticker
zip,3182,OPL.AX
sector,Healthcare,OPL.AX
longBusinessSummary,"Opyl Limited develops digital tools that improves healthcare experience for patients in Australia. It also offers Opin, a clinical trial recruitment platform that leverages social media, search engine optimization technologies and emerging artificial intelligence science, and matching patients directly to clinical trials; and social media marketing agency services, such as client and account management services for pharmaceutical, medtech, and biotech industries. The company was formerly known as ShareRoot Limited and changed its name to Opyl Limited in December 2019. Opyl Limited was incorporated in 1994 and is based in St Kilda, Australia.",OPL.AX
city,St Kilda,OPL.AX
phone,61 3 9923 1222,OPL.AX
state,VIC,OPL.AX
compensationAsOfEpochDate,1640908800,OPL.AX
country,Australia,OPL.AX
website,https://www.opyl.ai,OPL.AX
maxAge,86400,OPL.AX
address1,Engine House,OPL.AX
fax,61 3 9923 1222,OPL.AX
industry,Health Information Services,OPL.AX
address2,105 Wellington Street,OPL.AX
