Breakdown,Value,ticker
zip,3000,LCT.AX
sector,Healthcare,LCT.AX
longBusinessSummary,"Living Cell Technologies Limited, a biotechnology company, discovers, develops, and commercializes regenerative treatments that use naturally occurring cells to restore functions in New Zealand. It is developing NTCELL, an alginate-coated capsule, which is in phase IIb clinical trial for the treatment of Parkinson's disease. The company was founded in 1987 and is based in Melbourne, Australia.",LCT.AX
city,Melbourne,LCT.AX
phone,61 3 8689 9997,LCT.AX
state,VIC,LCT.AX
compensationAsOfEpochDate,1640908800,LCT.AX
country,Australia,LCT.AX
website,https://www.lctglobal.com,LCT.AX
maxAge,86400,LCT.AX
address1,330 Collins Street,LCT.AX
fax,61 3 9602 4709,LCT.AX
industry,Biotechnology,LCT.AX
address2,Level 7,LCT.AX
