Breakdown,Value,ticker
zip,6007,MOH.AX
sector,Basic Materials,MOH.AX
longBusinessSummary,"Moho Resources Limited operates as a mineral exploration company in Australia. It explores for gold and nickel deposits. The company holds 100% interest in the M27/263 mining lease located in Kalgoorlie, Australia. It also holds interests in the Empress Springs project comprising 3 exploration permits covering an area of 773 square kilometers located to the south of the town of Croydon, North Queensland; Silver Swan North project covering approximately 55 square kilometers located to the northeast of the regional mining center of Kalgoorlie, Western Australia; and the Burracoppin project consisting of 2 exploration licenses covering approximately 126 square kilometers located within the Southwest Terrane, Western Australia. The company was incorporated in 2012 and is based in West Leederville, Australia.",MOH.AX
city,West Leederville,MOH.AX
phone,61 8 9481 0389,MOH.AX
state,WA,MOH.AX
compensationAsOfEpochDate,1640908800,MOH.AX
country,Australia,MOH.AX
website,https://www.mohoresources.com.au,MOH.AX
maxAge,86400,MOH.AX
address1,Office 3 / 9 Loftus Street,MOH.AX
fax,61 8 9463 6103,MOH.AX
industry,Other Precious Metals & Mining,MOH.AX
