Breakdown,2021-06-30 00:00:00,2020-06-30 00:00:00,2019-06-30 00:00:00,2018-06-30 00:00:00,ticker
totalLiab,3108035,2722615,2364486,1860998,KOR.AX
totalStockholderEquity,1248315,1779100,1703012,1994272,KOR.AX
totalAssets,4356350,4501715,4067498,3855270,KOR.AX
commonStock,19374803,19374803,19037575,18785455,KOR.AX
retainedEarnings,-16093183,-15562398,-15301258,-14757878,KOR.AX
treasuryStock,-2033305,-2033305,-2033305,-2033305,KOR.AX
otherAssets,1157882,1090993,1066756,1024861,KOR.AX
cash,93313,163840,82716,24069,KOR.AX
totalCurrentLiabilities,429973,620229,639482,524951,KOR.AX
shortLongTermDebt,56770,135393,118445,135218,KOR.AX
otherStockholderEquity,-2033305,-2033305,-2033305,-2033305,KOR.AX
propertyPlantEquipment,3033283,3144427,2858610,2759630,KOR.AX
totalCurrentAssets,165185,266295,142132,70779,KOR.AX
netTangibleAssets,1248315,1779100,1703012,1994272,KOR.AX
netReceivables,71872,102455,59416,46710,KOR.AX
longTermDebt,2678062,2102386,1725004,1336047,KOR.AX
accountsPayable,343171,457479,450813,370816,KOR.AX
