Breakdown,Value,ticker
zip,6000,PPC.AX
sector,Real Estate,PPC.AX
fullTimeEmployees,195,PPC.AX
longBusinessSummary,"Peet Limited acquires, develops, and markets residential land in Australia. The company operates through Funds Management, Company-Owned Projects, and Joint Arrangements segments. The Funds Management segment provides underwriting, capital raising, and asset identification services. The Company-Owned Projects segment acquires parcels of land primarily for residential development purpose, as well as produces non-residential blocks of land. The Joint Arrangements segment undertakes the development of land through joint arrangements with government, statutory authorities, and private landowners. The company was founded in 1895 and is based in Perth, Australia.",PPC.AX
city,Perth,PPC.AX
phone,61 8 9420 1111,PPC.AX
state,WA,PPC.AX
compensationAsOfEpochDate,1640908800,PPC.AX
country,Australia,PPC.AX
website,https://www.peet.com.au,PPC.AX
maxAge,86400,PPC.AX
address1,200 St Georges Terrace,PPC.AX
fax,61 8 9481 4712,PPC.AX
industry,Real Estate—Development,PPC.AX
address2,Level 7,PPC.AX
