Breakdown,Value,ticker
zip,3000,PGO.AX
sector,Basic Materials,PGO.AX
longBusinessSummary,"Pacgold Limited operates as a gold exploration company. Its principal asset is the Alice River project that comprises a portfolio of eight mining leases and five exploration permits located in the Alice River region of north Queensland. The company was formerly known as Alice River Resources Pty Ltd. and changed its name to Pacgold Limited in December 2020. Pacgold Limited was incorporated in 2019 and is based in Melbourne, Australia.",PGO.AX
city,Melbourne,PGO.AX
phone,61 3 9817 7076,PGO.AX
state,VIC,PGO.AX
compensationAsOfEpochDate,1640908800,PGO.AX
country,Australia,PGO.AX
website,https://www.pacgold.com.au,PGO.AX
maxAge,86400,PGO.AX
address1,360 Collins Street,PGO.AX
industry,Gold,PGO.AX
address2,Suite 4.02 Level 4,PGO.AX
