Breakdown,2021-06-30 00:00:00,2020-06-30 00:00:00,ticker
totalLiab,460206.0,988421.0,LV1.AX
totalStockholderEquity,3711728.0,-283887.0,LV1.AX
otherCurrentLiab,94888.0,51072.0,LV1.AX
totalAssets,4171934.0,704534.0,LV1.AX
commonStock,6984709.0,1695189.0,LV1.AX
otherCurrentAssets,1100.0,141406.0,LV1.AX
retainedEarnings,-5436476.0,-1979076.0,LV1.AX
otherLiab,5895.0,1155.0,LV1.AX
treasuryStock,2163495.0,,LV1.AX
cash,3658056.0,143271.0,LV1.AX
totalCurrentLiabilities,454311.0,975756.0,LV1.AX
otherStockholderEquity,2163495.0,,LV1.AX
propertyPlantEquipment,28090.0,35112.0,LV1.AX
totalCurrentAssets,4143844.0,669422.0,LV1.AX
netTangibleAssets,3711728.0,-283887.0,LV1.AX
netReceivables,72290.0,56941.0,LV1.AX
inventory,359787.0,301584.0,LV1.AX
accountsPayable,320797.0,255277.0,LV1.AX
