Breakdown,2021-06-30 00:00:00,2020-06-30 00:00:00,ticker
changeToLiabilities,138826.0,81415.0,LV1.AX
totalCashFromFinancingActivities,4985623.0,1336271.0,LV1.AX
changeToOperatingActivities,27061.0,-72227.0,LV1.AX
issuanceOfStock,5500000.0,779188.0,LV1.AX
netIncome,-3457400.0,-1318486.0,LV1.AX
changeInCash,3514785.0,-22674.0,LV1.AX
totalCashFromOperatingActivities,-1470838.0,-1354826.0,LV1.AX
depreciation,7002.0,80006.0,LV1.AX
changeToInventory,62970.0,-224697.0,LV1.AX
changeToAccountReceivables,34888.0,-10315.0,LV1.AX
otherCashflowsFromFinancingActivities,-514377.0,-11650.0,LV1.AX
changeToNetincome,1715815.0,109478.0,LV1.AX
totalCashflowsFromInvestingActivities,,-4119.0,LV1.AX
netBorrowings,,568733.0,LV1.AX
capitalExpenditures,,-4119.0,LV1.AX
