Breakdown,2020-12-31 00:00:00,2019-12-31 00:00:00,2018-12-31 00:00:00,2017-12-31 00:00:00,ticker
researchDevelopment,201159,7605,27723,27723,IRX.AX
effectOfAccountingCharges,,,,,IRX.AX
incomeBeforeTax,-1205276,-2387735,-1749224,-2799200,IRX.AX
minorityInterest,,,,,IRX.AX
netIncome,-1205276,-2387735,-1675720,-2746076,IRX.AX
sellingGeneralAdministrative,766168,1644965,1725218,2578054,IRX.AX
grossProfit,-146844,-38661,174531,269854,IRX.AX
ebit,-1205568,-1900874,-1927849,-2749763,IRX.AX
operatingIncome,-1205568,-1900874,-1927849,-2749763,IRX.AX
otherOperatingExpenses,91397,94295,278327,297988,IRX.AX
interestExpense,,,,,IRX.AX
extraordinaryItems,,,,,IRX.AX
nonRecurring,,,,,IRX.AX
otherItems,,,,,IRX.AX
incomeTaxExpense,0,0,-26595,-53124,IRX.AX
totalRevenue,22127,132975,377308,496788,IRX.AX
totalOperatingExpenses,1227695,2033849,2305157,3246551,IRX.AX
costOfRevenue,168971,171636,202777,226934,IRX.AX
totalOtherIncomeExpenseNet,292,-486861,178625,-49437,IRX.AX
discontinuedOperations,,,,,IRX.AX
netIncomeFromContinuingOps,-1205276,-2387735,-1722629,-2746076,IRX.AX
netIncomeApplicableToCommonShares,-1205276,-2387735,-1675720,-2746076,IRX.AX
