Breakdown,Value,ticker
zip,2000,IGL.AX
sector,Communication Services,IGL.AX
fullTimeEmployees,1600,IGL.AX
compensationRisk,5,IGL.AX
auditRisk,1,IGL.AX
longBusinessSummary,"IVE Group Limited engages in the marketing, communications, and print businesses in Australia. The company provides conceptual and creative design across print, mobile, and interactive media; and personalized communications, including marketing automation, marketing mail, publication mail, e-communications, multi-channel solutions, and call center services. It also prints and distributes catalogues, magazines, marketing, and corporate communications materials and stationery; and manufactures point of sale display material and large format banners for retail applications. In addition, the company provides data analytics, customer experience strategy, and CRM; and outsourced communication solutions for large organizations, such development of customized multi-channel management models covering creative and digital services, supply chain optimization, inventory management, warehousing, and logistics. It serves various industry sectors comprising financial services, publishing, retail, communications, property, clubs and associations, not-for-profit, utilities, manufacturing, education, and government. IVE Group Limited was founded in 1921 and is headquartered in Sydney, Australia.",IGL.AX
city,Sydney,IGL.AX
phone,61 2 8020 4400,IGL.AX
state,NSW,IGL.AX
shareHolderRightsRisk,1,IGL.AX
compensationAsOfEpochDate,1640908800,IGL.AX
governanceEpochDate,1643673600,IGL.AX
boardRisk,7,IGL.AX
country,Australia,IGL.AX
website,https://www.ivegroup.com.au,IGL.AX
maxAge,86400,IGL.AX
overallRisk,4,IGL.AX
address1,35 Clarence Street,IGL.AX
industry,Advertising Agencies,IGL.AX
address2,Level 3,IGL.AX
